order,seasonal_order,mean_RMSE,std_RMSE,mean_MAE,std_MAE,mean_AIC,std_AIC,mean_BIC,std_BIC,num_successful_trials
"(0, 2, 0)","(2, 2, 2)",3246.189699723499,9.094947017729282e-13,2723.274183809383,9.094947017729282e-13,23698.45844280279,7.275957614183426e-12,23727.368308974976,7.275957614183426e-12,30
"(0, 2, 1)","(0, 0, 0)",122.31267481546878,2.842170943040401e-14,86.54411420249785,1.4210854715202004e-14,21832.44346719514,0.0,21844.04624983573,7.275957614183426e-12,30
"(0, 2, 1)","(0, 0, 1)",121.79827183996673,2.842170943040401e-14,85.8127653995777,4.263256414560601e-14,21737.828241909247,7.275957614183426e-12,21755.217649638504,7.275957614183426e-12,30
"(0, 2, 1)","(0, 0, 2)",123.30651706560126,2.842170943040401e-14,87.9426923879964,1.4210854715202004e-14,21638.762982563152,7.275957614183426e-12,21661.929073839765,3.637978807091713e-12,30
"(0, 2, 1)","(0, 1, 0)",112.14908043050951,2.842170943040401e-14,74.97952031757987,2.842170943040401e-14,23428.98433360726,0.0,23440.577272093426,7.275957614183426e-12,30
"(0, 2, 1)","(0, 1, 1)",165.8949289981235,5.684341886080802e-14,138.39772425873664,0.0,21656.481820485988,3.637978807091713e-12,21673.85638894343,7.275957614183426e-12,30
"(0, 2, 1)","(0, 1, 2)",168.1193012081166,2.842170943040401e-14,140.73829396745808,0.0,21560.747079006604,7.275957614183426e-12,21583.893286232324,1.0913936421275139e-11,30
"(0, 2, 1)","(0, 2, 0)",1152.8352559875207,2.2737367544323206e-13,819.4559678430331,1.1368683772161603e-13,25972.29007873493,1.0913936421275139e-11,25983.87312437323,7.275957614183426e-12,30
"(0, 2, 1)","(0, 2, 1)",143.20159173870894,2.842170943040401e-14,112.07997340587455,2.842170943040401e-14,23276.697779326434,3.637978807091713e-12,23294.057434745715,0.0,30
"(0, 2, 1)","(0, 2, 2)",262.0841743144467,5.684341886080802e-14,228.40296837419726,2.842170943040401e-14,21601.046006720957,7.275957614183426e-12,21624.17223055789,0.0,30
"(0, 2, 1)","(1, 0, 0)",121.01107883026391,2.842170943040401e-14,84.68324216204338,0.0,21754.076562953633,3.637978807091713e-12,21771.46843677426,1.0913936421275139e-11,30
"(0, 2, 1)","(1, 0, 1)",121.72415878651768,2.842170943040401e-14,85.7069630907891,2.842170943040401e-14,21739.63318842576,7.275957614183426e-12,21762.81906539809,7.275957614183426e-12,30
"(0, 2, 1)","(1, 0, 2)",121.11449772163012,4.263256414560601e-14,84.86478879560859,1.4210854715202004e-14,21636.962562855897,3.637978807091713e-12,21665.920176951655,7.275957614183426e-12,30
"(0, 2, 1)","(1, 1, 0)",137.01820025619088,2.842170943040401e-14,105.27111197998887,1.4210854715202004e-14,22663.931932836662,0.0,22681.30897960901,7.275957614183426e-12,30
"(0, 2, 1)","(1, 1, 1)",166.03747585981344,5.684341886080802e-14,138.54810720343983,2.842170943040401e-14,21658.44420541362,1.0913936421275139e-11,21681.610296690236,3.637978807091713e-12,30
"(0, 2, 1)","(1, 1, 2)",165.1545461498891,0.0,137.5110636823434,2.842170943040401e-14,21556.92397920311,3.637978807091713e-12,21585.856738235252,7.275957614183426e-12,30
"(0, 2, 1)","(1, 2, 0)",232.90697086317513,2.842170943040401e-14,163.31141870289437,0.0,24487.3261520426,0.0,24504.688298122044,7.275957614183426e-12,30
"(0, 2, 1)","(1, 2, 1)",106.35426560314986,2.842170943040401e-14,78.53129911274195,0.0,22617.25709831129,7.275957614183426e-12,22640.40330553699,7.275957614183426e-12,30
"(0, 2, 1)","(1, 2, 2)",440.5067864053052,0.0,378.9386445734403,1.1368683772161603e-13,23122.975509039516,7.275957614183426e-12,23151.88328883569,1.0913936421275139e-11,30
"(0, 2, 1)","(2, 0, 0)",122.66411189612293,0.0,87.04086169397081,1.4210854715202004e-14,21655.544219283347,7.275957614183426e-12,21678.713614979784,7.275957614183426e-12,30
"(0, 2, 1)","(2, 0, 1)",122.5379662309547,0.0,86.86284542847882,2.842170943040401e-14,21657.1319293793,0.0,21686.09367399987,3.637978807091713e-12,30
"(0, 2, 1)","(2, 0, 2)",119.48102906767603,1.4210854715202004e-14,82.69776220942946,2.842170943040401e-14,21634.70077630949,7.275957614183426e-12,21669.449913224405,3.637978807091713e-12,30
"(0, 2, 1)","(2, 1, 0)",121.42201639461396,2.842170943040401e-14,85.37747276866065,4.263256414560601e-14,22269.579234407287,0.0,22292.728762513234,7.275957614183426e-12,30
"(0, 2, 1)","(2, 1, 1)",169.2938758636308,5.684341886080802e-14,141.96551637672195,2.842170943040401e-14,21578.591463857098,0.0,21607.528373989517,3.637978807091713e-12,30
"(0, 2, 1)","(2, 1, 2)",165.78221262785402,5.684341886080802e-14,138.0763160995435,2.842170943040401e-14,21553.330955842903,1.0913936421275139e-11,21588.050266681483,3.637978807091713e-12,30
"(0, 2, 1)","(2, 2, 0)",14481.186698891039,3.637978807091713e-12,10816.806569439686,5.4569682106375694e-12,23511.302768751608,7.275957614183426e-12,23534.432330093943,7.275957614183426e-12,30
"(0, 2, 1)","(2, 2, 1)",112.32284897676921,4.263256414560601e-14,75.17395770816567,1.4210854715202004e-14,22243.894407142227,1.0913936421275139e-11,22272.806358820173,0.0,30
"(0, 2, 1)","(2, 2, 2)",202.95873048565414,0.0,174.93602666623275,5.684341886080802e-14,21606.131713494044,3.637978807091713e-12,21640.821049249458,7.275957614183426e-12,30
"(0, 2, 2)","(0, 0, 0)",122.08265835588186,1.4210854715202004e-14,86.21772482758692,2.842170943040401e-14,21711.42209953488,0.0,21728.825045748647,7.275957614183426e-12,30
"(0, 2, 2)","(0, 0, 1)",121.98149114945778,2.842170943040401e-14,86.07384332707777,4.263256414560601e-14,21617.686039301847,1.0913936421275139e-11,21640.87027119913,7.275957614183426e-12,30
"(0, 2, 2)","(0, 0, 2)",122.67670927954,2.842170943040401e-14,87.05875498570202,4.263256414560601e-14,21517.923133885724,0.0,21546.878681438768,7.275957614183426e-12,30
"(0, 2, 2)","(0, 1, 0)",121.2627623384281,4.263256414560601e-14,85.01051643303887,0.0,23293.472282778785,7.275957614183426e-12,23310.860456701725,0.0,30
"(0, 2, 2)","(0, 1, 1)",165.53008963143918,2.842170943040401e-14,137.9344245415778,2.842170943040401e-14,21544.77982557311,7.275957614183426e-12,21567.94426361555,7.275957614183426e-12,30
"(0, 2, 2)","(0, 1, 2)",166.3478419649101,2.842170943040401e-14,138.79952951744434,5.684341886080802e-14,21451.317515046536,3.637978807091713e-12,21480.24819723544,7.275957614183426e-12,30
"(0, 2, 2)","(0, 2, 0)",1659.0277585679933,4.547473508864641e-13,1211.2106368689733,2.2737367544323206e-13,25823.57402717975,3.637978807091713e-12,25840.94735571159,3.637978807091713e-12,30
"(0, 2, 2)","(0, 2, 1)",152.9544204241125,2.842170943040401e-14,123.05537727344073,2.842170943040401e-14,23143.631589865763,3.637978807091713e-12,23166.7761356169,7.275957614183426e-12,30
"(0, 2, 2)","(0, 2, 2)",3460.9624075996358,9.094947017729282e-13,2351.610989355561,4.547473508864641e-13,22300.64946279699,3.637978807091713e-12,22329.55515534621,1.0913936421275139e-11,30
"(0, 2, 2)","(1, 0, 0)",121.19645746559175,1.4210854715202004e-14,84.95037386760288,4.263256414560601e-14,21641.727032406805,7.275957614183426e-12,21664.916197500992,3.637978807091713e-12,30
"(0, 2, 2)","(1, 0, 1)",121.75088509293218,2.842170943040401e-14,85.75946705298337,0.0,21617.528215236624,3.637978807091713e-12,21646.508505108202,3.637978807091713e-12,30
"(0, 2, 2)","(1, 0, 2)",118.56930054702532,2.842170943040401e-14,81.60313945393621,1.4210854715202004e-14,21513.032310677303,7.275957614183426e-12,21547.778967740953,3.637978807091713e-12,30
"(0, 2, 2)","(1, 1, 0)",138.74797356497294,5.684341886080802e-14,107.37821407633163,4.263256414560601e-14,22562.307303703965,0.0,22585.476699400424,7.275957614183426e-12,30
"(0, 2, 2)","(1, 1, 1)",165.56632884334098,5.684341886080802e-14,137.97269904118062,5.684341886080802e-14,21546.769736127622,7.275957614183426e-12,21575.725283680684,3.637978807091713e-12,30
"(0, 2, 2)","(1, 1, 2)",163.41985136819068,2.842170943040401e-14,135.5990688709224,5.684341886080802e-14,21445.505599212218,3.637978807091713e-12,21480.222417838904,7.275957614183426e-12,30
"(0, 2, 2)","(1, 2, 0)",166.59746117051634,5.684341886080802e-14,137.23518055174725,2.842170943040401e-14,24365.293000858055,3.637978807091713e-12,24388.442528964006,7.275957614183426e-12,30
"(0, 2, 2)","(1, 2, 1)",105.54548855106493,2.842170943040401e-14,75.90137883321624,2.842170943040401e-14,22506.10746033322,1.0913936421275139e-11,22535.038142522117,7.275957614183426e-12,30
"(0, 2, 2)","(1, 2, 2)",198.6416196451776,2.842170943040401e-14,170.28351169086815,0.0,21488.97128500212,1.0913936421275139e-11,21523.658116061208,7.275957614183426e-12,30
"(0, 2, 2)","(2, 0, 0)",122.97735160680183,2.842170943040401e-14,87.48164817904295,1.4210854715202004e-14,21543.773572283484,7.275957614183426e-12,21572.73531690405,7.275957614183426e-12,30
"(0, 2, 2)","(2, 0, 1)",121.1289228877784,4.263256414560601e-14,84.87980614341103,4.263256414560601e-14,21542.98548319979,3.637978807091713e-12,21577.739576744472,7.275957614183426e-12,30
"(0, 2, 2)","(2, 0, 2)",118.16245632946773,2.842170943040401e-14,81.12999499073005,1.4210854715202004e-14,21509.682679856418,3.637978807091713e-12,21550.220446430692,7.275957614183426e-12,30
"(0, 2, 2)","(2, 1, 0)",123.64487212020063,2.842170943040401e-14,88.50147873489895,4.263256414560601e-14,22185.160390652436,1.0913936421275139e-11,22214.097300784855,7.275957614183426e-12,30
"(0, 2, 2)","(2, 1, 1)",168.50835438276383,5.684341886080802e-14,141.06266491131143,0.0,21476.997943827966,3.637978807091713e-12,21511.722235986865,7.275957614183426e-12,30
"(0, 2, 2)","(2, 1, 2)",165.58317960434877,2.842170943040401e-14,137.86944434254127,5.684341886080802e-14,21443.97029893387,7.275957614183426e-12,21484.47325399834,3.637978807091713e-12,30
"(0, 2, 2)","(2, 2, 0)",13352.039559653254,3.637978807091713e-12,9964.691935343319,0.0,23416.41596994222,3.637978807091713e-12,23445.327921620144,7.275957614183426e-12,30
"(0, 2, 2)","(2, 2, 1)",112.14415902226531,1.4210854715202004e-14,74.99589738561197,2.842170943040401e-14,22159.81823248019,7.275957614183426e-12,22194.512574493696,1.0913936421275139e-11,30
"(0, 2, 2)","(2, 2, 2)",650.9087271015502,2.2737367544323206e-13,557.4902086623775,1.1368683772161603e-13,22039.40933269417,3.637978807091713e-12,22079.87730226308,7.275957614183426e-12,30
"(1, 0, 0)","(0, 0, 0)",119.79465000547665,2.842170943040401e-14,82.91176470588236,1.4210854715202004e-14,21824.2493920013,0.0,21835.854628128192,7.275957614183426e-12,30
"(1, 0, 0)","(0, 0, 1)",119.79465027407115,2.842170943040401e-14,82.9117655046096,2.842170943040401e-14,21729.43040282456,7.275957614183426e-12,21746.82350893111,7.275957614183426e-12,30
"(1, 0, 0)","(0, 0, 2)",119.79413850245963,0.0,82.91123137764323,1.4210854715202004e-14,21631.34719009735,7.275957614183426e-12,21654.518236980624,3.637978807091713e-12,30
"(1, 0, 0)","(0, 1, 0)",119.79465000547665,2.842170943040401e-14,82.91176470588236,1.4210854715202004e-14,23279.157880783045,7.275957614183426e-12,23290.75328485408,7.275957614183426e-12,30
"(1, 0, 0)","(0, 1, 1)",87.42303969668018,4.263256414560601e-14,65.4331943427048,1.4210854715202004e-14,21620.84865628453,7.275957614183426e-12,21638.22694144699,3.637978807091713e-12,30
"(1, 0, 0)","(0, 1, 2)",87.3766240953491,1.4210854715202004e-14,65.46427562553026,0.0,21525.776285898155,7.275957614183426e-12,21548.927473410866,7.275957614183426e-12,30
"(1, 0, 0)","(0, 2, 0)",165.7397361247952,5.684341886080802e-14,106.74509803921536,2.842170943040401e-14,25725.447983309146,7.275957614183426e-12,25737.033506750784,1.0913936421275139e-11,30
"(1, 0, 0)","(0, 2, 1)",121.86499923296161,2.842170943040401e-14,85.90741446785844,1.4210854715202004e-14,23122.878623816992,0.0,23140.242014451534,0.0,30
"(1, 0, 0)","(0, 2, 2)",87.12050696773169,0.0,65.58949166506197,1.4210854715202004e-14,21556.221072563458,7.275957614183426e-12,21579.352301614825,0.0,30
"(1, 0, 0)","(1, 0, 0)",119.79465000547665,2.842170943040401e-14,82.91176470588236,1.4210854715202004e-14,21729.436339723215,7.275957614183426e-12,21746.829445829764,7.275957614183426e-12,30
"(1, 0, 0)","(1, 0, 1)",119.76065044272565,4.263256414560601e-14,82.86652808518868,1.4210854715202004e-14,21730.470284345825,3.637978807091713e-12,21753.661092487888,7.275957614183426e-12,30
"(1, 0, 0)","(1, 0, 2)",119.74877794426722,0.0,82.85795265630215,0.0,21633.80353250713,7.275957614183426e-12,21662.767341111205,0.0,30
"(1, 0, 0)","(1, 1, 0)",119.57667768080374,2.842170943040401e-14,82.69407450229714,1.4210854715202004e-14,22566.53746046921,7.275957614183426e-12,22583.915745631668,0.0,30
"(1, 0, 0)","(1, 1, 1)",87.42433611827151,2.842170943040401e-14,65.43311756945188,1.4210854715202004e-14,21622.835482003848,3.637978807091713e-12,21646.0065288871,7.275957614183426e-12,30
"(1, 0, 0)","(1, 1, 2)",87.36055223720349,2.842170943040401e-14,65.40911149660403,0.0,21520.96205966312,7.275957614183426e-12,21549.90104405403,1.0913936421275139e-11,30
"(1, 0, 0)","(1, 2, 0)",124.69127181756826,2.842170943040401e-14,87.6917154389553,1.4210854715202004e-14,24315.044300398557,0.0,24332.4076910331,0.0,30
"(1, 0, 0)","(1, 2, 1)",122.20069550860642,2.842170943040401e-14,86.42875177013495,2.842170943040401e-14,22531.35010885831,0.0,22554.50129637103,7.275957614183426e-12,30
"(1, 0, 0)","(1, 2, 2)",87.14090535956659,2.842170943040401e-14,65.5740303034019,1.4210854715202004e-14,21558.221218666986,3.637978807091713e-12,21587.13525498119,7.275957614183426e-12,30
"(1, 0, 0)","(2, 0, 0)",119.7946941974207,2.842170943040401e-14,82.91189629030815,2.842170943040401e-14,21631.46819800129,7.275957614183426e-12,21654.63924488457,7.275957614183426e-12,30
"(1, 0, 0)","(2, 0, 1)",119.74738371558401,1.4210854715202004e-14,82.85622649372054,2.842170943040401e-14,21634.233543667266,7.275957614183426e-12,21663.197352271367,1.0913936421275139e-11,30
"(1, 0, 0)","(2, 0, 2)",119.66774391646307,4.263256414560601e-14,82.75362129835733,0.0,21628.71550583012,0.0,21663.47207615502,0.0,30
"(1, 0, 0)","(2, 1, 0)",119.57707642427279,2.842170943040401e-14,82.69320606752368,2.842170943040401e-14,22200.19465664546,1.0913936421275139e-11,22223.345844158197,0.0,30
"(1, 0, 0)","(2, 1, 1)",87.38151031764798,0.0,65.46420602649202,1.4210854715202004e-14,21526.953375435183,3.637978807091713e-12,21555.89235982609,7.275957614183426e-12,30
"(1, 0, 0)","(2, 1, 2)",87.39443691098272,1.4210854715202004e-14,65.3976609138045,2.842170943040401e-14,21518.94007642784,7.275957614183426e-12,21553.666857696928,7.275957614183426e-12,30
"(1, 0, 0)","(2, 2, 0)",488.00645507769354,5.684341886080802e-14,386.94268279656114,1.1368683772161603e-13,23404.226755495896,7.275957614183426e-12,23427.357984547263,0.0,30
"(1, 0, 0)","(2, 2, 1)",122.07539007405555,0.0,86.23479769721364,2.842170943040401e-14,22166.044352596895,7.275957614183426e-12,22194.9583889111,0.0,30
"(1, 0, 0)","(2, 2, 2)",86.81294384204256,4.263256414560601e-14,65.87217866767885,2.842170943040401e-14,21560.317500920286,3.637978807091713e-12,21595.014344497333,3.637978807091713e-12,30
"(1, 0, 1)","(0, 0, 0)",119.7946500052803,1.4210854715202004e-14,82.91176470564966,1.4210854715202004e-14,21713.395453026988,0.0,21730.80208097573,0.0,30
"(1, 0, 1)","(0, 0, 1)",119.79491377016133,2.842170943040401e-14,82.9121732337183,2.842170943040401e-14,21619.221775287602,7.275957614183426e-12,21642.410940381793,7.275957614183426e-12,30
"(1, 0, 1)","(0, 0, 2)",119.78855999023605,0.0,82.90486631420335,2.842170943040401e-14,21521.038645748897,3.637978807091713e-12,21550.000390369463,3.637978807091713e-12,30
"(1, 0, 1)","(0, 1, 0)",119.95484399375151,1.4210854715202004e-14,83.14592650437719,1.4210854715202004e-14,23207.506982150357,7.275957614183426e-12,23224.89885597098,1.0913936421275139e-11,30
"(1, 0, 1)","(0, 1, 1)",88.11421983926135,2.842170943040401e-14,65.41782027581446,1.4210854715202004e-14,21527.418767656673,0.0,21550.58816335313,7.275957614183426e-12,30
"(1, 0, 1)","(0, 1, 2)",88.06704575339012,2.842170943040401e-14,65.43909103779738,1.4210854715202004e-14,21433.611111191676,0.0,21462.5480213241,0.0,30
"(1, 0, 1)","(0, 2, 0)",168.84858595081923,2.842170943040401e-14,111.99699247681743,1.4210854715202004e-14,25673.334493826336,7.275957614183426e-12,25690.711540598666,3.637978807091713e-12,30
"(1, 0, 1)","(0, 2, 1)",121.82101121111342,2.842170943040401e-14,85.84801957690281,2.842170943040401e-14,23052.729605699966,1.0913936421275139e-11,23075.879133805887,7.275957614183426e-12,30
"(1, 0, 1)","(0, 2, 2)",88.33057755909554,1.4210854715202004e-14,65.18755542662502,1.4210854715202004e-14,21463.75617305291,3.637978807091713e-12,21492.668124730833,7.275957614183426e-12,30
"(1, 0, 1)","(1, 0, 0)",119.79489290030635,2.842170943040401e-14,82.91214028787121,2.842170943040401e-14,21627.13150882115,0.0,21650.32231696322,3.637978807091713e-12,30
"(1, 0, 1)","(1, 0, 1)",119.76911387508095,1.4210854715202004e-14,82.88294663550373,1.4210854715202004e-14,21623.146620510888,7.275957614183426e-12,21652.13307687863,3.637978807091713e-12,30
"(1, 0, 1)","(1, 0, 2)",119.43464936401216,4.263256414560601e-14,82.507704640369,1.4210854715202004e-14,21517.20129124807,3.637978807091713e-12,21551.95538479275,3.637978807091713e-12,30
"(1, 0, 1)","(1, 1, 0)",119.67763033968669,4.263256414560601e-14,82.83746747184848,1.4210854715202004e-14,22499.69550114951,0.0,22522.866548032765,7.275957614183426e-12,30
"(1, 0, 1)","(1, 1, 1)",88.1153221467181,1.4210854715202004e-14,65.41787182809715,1.4210854715202004e-14,21529.4151463071,3.637978807091713e-12,21558.37689092767,0.0,30
"(1, 0, 1)","(1, 1, 2)",88.01955052872788,1.4210854715202004e-14,65.38010069673166,0.0,21427.933256492583,3.637978807091713e-12,21462.65754865148,7.275957614183426e-12,30
"(1, 0, 1)","(1, 2, 0)",127.86289261807777,2.842170943040401e-14,92.27809332379913,0.0,24257.09519080677,3.637978807091713e-12,24280.246378319487,3.637978807091713e-12,30
"(1, 0, 1)","(1, 2, 1)",122.94466210794364,2.842170943040401e-14,87.46746247198871,0.0,22456.084107951458,7.275957614183426e-12,22485.02101808388,7.275957614183426e-12,30
"(1, 0, 1)","(1, 2, 2)",87.78276968790809,1.4210854715202004e-14,65.46899288046407,2.842170943040401e-14,21465.4046820826,3.637978807091713e-12,21500.099024096136,7.275957614183426e-12,30
"(1, 0, 1)","(2, 0, 0)",119.79501308034801,2.842170943040401e-14,82.91249342503586,2.842170943040401e-14,21529.495077084797,1.0913936421275139e-11,21558.4588856889,7.275957614183426e-12,30
"(1, 0, 1)","(2, 0, 1)",119.40810044128416,1.4210854715202004e-14,82.47741439999896,1.4210854715202004e-14,21525.066787259744,7.275957614183426e-12,21559.82335758464,3.637978807091713e-12,30
"(1, 0, 1)","(2, 0, 2)",119.13136762553717,1.4210854715202004e-14,82.15991787170732,2.842170943040401e-14,21514.107995959017,3.637978807091713e-12,21554.654438427806,7.275957614183426e-12,30
"(1, 0, 1)","(2, 1, 0)",119.64176701287518,2.842170943040401e-14,82.78480654762515,2.842170943040401e-14,22138.480553727844,7.275957614183426e-12,22167.419538118756,0.0,30
"(1, 0, 1)","(2, 1, 1)",88.07966199022161,2.842170943040401e-14,65.4432434149014,0.0,21442.19515964924,0.0,21476.921940918324,3.637978807091713e-12,30
"(1, 0, 1)","(2, 1, 2)",88.08249724551507,4.263256414560601e-14,65.37775420701607,1.4210854715202004e-14,21425.823010996235,7.275957614183426e-12,21466.33468518163,3.637978807091713e-12,30
"(1, 0, 1)","(2, 2, 0)",667.3744599643258,2.2737367544323206e-13,548.7563525895099,1.1368683772161603e-13,23346.403597724748,0.0,23375.317634038955,7.275957614183426e-12,30
"(1, 0, 1)","(2, 2, 1)",122.43253131362447,4.263256414560601e-14,86.737973556137,2.842170943040401e-14,22104.91573232816,7.275957614183426e-12,22139.612575905187,7.275957614183426e-12,30
"(1, 0, 1)","(2, 2, 2)",102.60763907175019,2.842170943040401e-14,67.30145298346085,0.0,21516.867799461026,7.275957614183426e-12,21557.344531810144,0.0,30
"(1, 0, 2)","(0, 0, 0)",119.79465000546865,1.4210854715202004e-14,82.91176470587288,0.0,21705.23658139915,7.275957614183426e-12,21728.443783006784,7.275957614183426e-12,30
"(1, 0, 2)","(0, 0, 1)",119.79474531077362,1.4210854715202004e-14,82.91191440331932,0.0,21611.21083787343,3.637978807091713e-12,21640.19523958735,3.637978807091713e-12,30
"(1, 0, 2)","(0, 0, 2)",119.78835004408866,4.263256414560601e-14,82.90459061096587,1.4210854715202004e-14,21513.093071602274,3.637978807091713e-12,21547.844687343906,7.275957614183426e-12,30
"(1, 0, 2)","(0, 1, 0)",119.72147311978411,1.4210854715202004e-14,82.83429986649448,2.842170943040401e-14,23194.713258909193,7.275957614183426e-12,23217.90078028034,3.637978807091713e-12,30
"(1, 0, 2)","(0, 1, 1)",87.99799864142369,0.0,65.41001658402412,0.0,21519.071517270684,7.275957614183426e-12,21548.031197055378,3.637978807091713e-12,30
"(1, 0, 2)","(0, 1, 2)",87.90344867271371,0.0,65.45943593756351,0.0,21424.698501278046,3.637978807091713e-12,21459.420303293733,0.0,30
"(1, 0, 2)","(0, 2, 0)",160.70438989656856,0.0,100.34136796848283,1.4210854715202004e-14,25653.104194526073,7.275957614183426e-12,25676.27193835381,7.275957614183426e-12,30
"(1, 0, 2)","(0, 2, 1)",121.62201565323328,2.842170943040401e-14,85.56293472300337,2.842170943040401e-14,23040.420192416255,7.275957614183426e-12,23069.355027429316,7.275957614183426e-12,30
"(1, 0, 2)","(0, 2, 2)",89.07220372388093,4.263256414560601e-14,65.03255593894428,2.842170943040401e-14,21456.190763444152,7.275957614183426e-12,21490.882602850757,7.275957614183426e-12,30
"(1, 0, 2)","(1, 0, 0)",119.79473760658341,4.263256414560601e-14,82.91190177307509,2.842170943040401e-14,21627.180799834397,3.637978807091713e-12,21656.169310011985,7.275957614183426e-12,30
"(1, 0, 2)","(1, 0, 1)",119.7704199446877,4.263256414560601e-14,82.88436970985194,2.842170943040401e-14,21614.96052417498,3.637978807091713e-12,21649.741806231683,3.637978807091713e-12,30
"(1, 0, 2)","(1, 0, 2)",119.46045210069786,4.263256414560601e-14,82.53588634086695,1.4210854715202004e-14,21509.25727957289,0.0,21549.800831271456,0.0,30
