,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,769.0714695295724,662.7038495551216,19.102764660050084,0.0,0.0,0.0
std,844.764766293111,863.0799591050497,23.444868217070432,0.0,0.0,0.0
