lookback,batch_size,epochs,RMSE_mean,RMSE_std,MAE_mean,MAE_std,MAPE_mean,MAPE_std
12,8,100,314.192851432856,36.04027795404498,236.41026453088836,35.15327102776563,6.500066394038447,0.957336760972793
12,32,50,319.95940741048514,50.25411708988098,245.97485690646693,49.31359119611432,6.732934851515238,1.3300259126570364
12,32,100,337.6624866999708,47.25808710375201,270.14017198350695,40.33614914772578,7.356470405710907,1.1391384529727793
12,16,100,339.4843792794988,73.13859318453824,275.96231621636286,74.31076782018886,7.443756007292504,1.963938516333044
11,32,50,370.71680922225664,36.5665610509397,268.5695585233671,37.03598465981461,7.645285570846708,1.0152684807281565
11,32,100,372.8943892119876,29.987254105951912,271.0509085990288,34.50238341351288,7.686638186654676,0.8565496830958915
11,16,100,375.9874285380994,31.986710407305168,268.6059422948339,31.38227035460787,7.700754695047974,0.8797896667338061
12,16,50,380.8513464127669,106.22792685475328,306.5030849880642,120.62396751149844,8.369238781204348,3.159193406481119
11,8,50,404.6923887465634,62.65024502395338,321.70310300534913,70.66656076672078,8.893224146145586,1.833701823309765
11,8,100,417.2277870957294,109.94786195990716,331.10431205130914,127.12383548073196,8.999028430045655,3.015507108397664
9,32,50,418.41487344511927,31.485054889569795,311.167600869725,36.30084149137762,9.054306533339606,0.975480667139525
9,16,50,442.2550944891231,37.70800430492519,310.3604089459803,39.11320795314886,9.257136832561834,1.10540694818976
9,16,100,447.4391460153444,52.27386325064816,341.7815577841212,59.04864213155221,9.86947849759582,1.5147026747206205
11,16,50,477.08369251916497,75.18463464036967,391.21189426731416,92.28001474814184,10.91653943171917,2.4166954425083005
7,32,50,489.57493890704495,39.04857144353016,354.027741322091,46.79516405754086,10.722776429739252,1.2733766790329546
9,32,100,492.5515214157616,68.10467332236463,368.17039575821326,90.94345646053576,10.84978759241302,2.413084677929997
7,16,50,493.0745835745941,32.42868827831576,350.59194097751526,35.50969009005207,10.687502019457405,0.9973176913375178
9,8,100,555.8547834258284,172.19743812929065,455.7662983690572,196.1514867426185,12.8853507747829,5.0138480574698985
3,16,50,560.6802491308007,34.41399081000443,416.861695240162,32.10957218654186,13.097379173792149,0.8849873581121462
5,16,50,568.4088136244062,62.16612148613323,432.714016889232,78.93644791767197,13.276937537241864,2.1290339075921327
7,32,100,574.62627603329,77.87179822589734,452.0345048113567,91.56719664178756,13.485541505147143,2.5343783782047167
9,8,50,575.6661354951706,147.2299071985516,485.5002222305689,169.4159903214868,13.733159741063725,4.469596525831345
3,32,50,578.5449808125136,30.995389547169744,415.52539514612255,26.78352708267361,13.269026718821928,0.8074801967072998
5,32,50,582.0643933228523,85.41099142223753,442.1023180111434,105.05101608254115,13.561697659359394,2.58296264335677
12,8,50,594.699816428046,113.07381083040204,549.5268658673322,125.13049367190192,14.715043589057972,3.235870596791161
7,8,50,628.9225529426913,167.5302458348208,551.6776942803608,174.52702505126777,15.119334984052664,4.267629886078274
3,32,100,666.6303724897717,225.60562670670004,558.1905244502316,233.99338607083985,16.29283278346219,5.63659673296292
5,8,100,682.9260087679666,179.62314573057378,560.02494170906,200.6983778145401,16.801213347956352,5.609404737536371
3,16,100,690.9040029665173,173.8330715756554,583.5612485532407,193.79452167450165,16.990494905805043,4.614447092530978
5,32,100,774.7929962888912,123.94274078401884,667.9178449763808,158.22002707087702,19.963605464981185,4.24019747869185
5,16,100,798.0557624737012,212.6034387263688,684.5396469234495,247.6738714553576,20.396198390025216,6.843023084440957
3,8,50,845.4256899370408,498.152615314552,694.632667785927,419.6463524221423,19.879674645730883,10.262325159749835
7,16,100,854.9497589229873,254.1067401287615,766.3267703172637,283.2033413836572,21.96502699374572,7.670561477304191
5,8,50,987.9070175254913,340.1842324845891,897.2846140307049,316.76703756685714,24.147281649786077,7.873634794533756
7,8,100,1080.9714956148864,193.764138047785,1006.7892582094768,209.53855433026004,28.60142317582719,5.6261682076093535
3,8,100,1088.7512549642663,384.0615923783055,965.770110586661,351.6976023225716,26.297470575641103,8.669185353653779
