,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,483.5652916411002,361.51358298277233,10.674089744398989,0.0,0.0,0.0
std,28.125634925026084,41.8536269231629,1.1146350896381343,0.0,0.0,0.0
