,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,580.0063504179814,495.6338865202617,13.78390939739209,0.0,0.0,0.0
std,165.49051052344322,168.08658795552125,4.397307051573815,0.0,0.0,0.0
