,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,515.2267167596859,430.13109899450234,12.725614615374768,0.0,0.0,0.0
std,62.56018224411051,61.52659010557488,1.609063832943186,0.0,0.0,0.0
