,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,575.6661354951706,485.5002222305689,13.733159741063723,0.0,0.0,0.0
std,147.2299071985516,169.4159903214868,4.469596525831345,0.0,0.0,0.0
