,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,525.6742763046676,422.1358600895579,12.266051594810424,0.0,0.0,0.0
std,140.69549797604736,143.5788290795195,4.012279282920555,0.0,0.0,0.0
