,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,569.1042199539636,528.6691853222852,13.948194636641327,0.0,0.0,0.0
std,1.156303432516342e-13,1.156303432516342e-13,3.613448226613569e-15,0.0,0.0,0.0
