,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,489.0610051757156,394.4860783503606,10.955576805722853,0.0,0.0,0.0
std,94.90049284860908,117.22857111577665,2.71495570255917,0.0,0.0,0.0
