,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,2717.596088127066,2656.0630482991537,73.20779177486388,0.0,0.0,0.0
std,1406.3331798099184,1447.6377354412916,39.19556554198841,0.0,0.0,0.0
