,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,9633.274510027699,4912.713869222005,125.28855087580087,0.0,0.0,0.0
std,37474.17599475477,17328.305477913236,441.5806506912013,0.0,0.0,0.0
