,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,868.7416782904743,797.1940355040902,23.066011219325464,0.0,0.0,0.0
std,3.4689102975490264e-13,1.156303432516342e-13,7.226896453227138e-15,0.0,0.0,0.0
