,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,496.70283415926474,396.3241179179369,11.35804017214649,0.0,0.0,0.0
std,116.75087508611509,123.33131108372831,2.9261558216886305,0.0,0.0,0.0
