,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,799.9867944004556,400.2997771339038,7.779916095076156,0.0,0.0,0.0
std,2.312606865032684e-13,5.78151716258171e-14,2.710086169960177e-15,0.0,0.0,0.0
