,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,708.2014358395718,596.5776155825014,17.638526354002227,0.0,0.0,0.0
std,494.8787290562852,505.7100780432983,13.68847036619468,0.0,0.0,0.0
