,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,30949652117601.42,8279618454137.376,212144258541.17233,0.0,0.0,0.0
std,150066412680252.12,40131523538763.89,1028269651421.8137,0.0,0.0,0.0
