,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,1260.264150502099,1231.8681324146412,31.566243091207557,0.0,0.0,0.0
std,6.933322295922996,9.11881517992734,0.23877489291134132,0.0,0.0,0.0
