,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,661.5690916592581,554.6206729547764,15.85380003986417,0.0,0.0,0.0
std,210.7969622915313,222.77368015546375,6.058792987776278,0.0,0.0,0.0
