,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,545.8887194947276,453.0840961371528,13.46346406553004,0.0,0.0,0.0
std,96.37973736155276,80.2140520569419,2.454123945262824,0.0,0.0,0.0
