,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,558.2934868346036,492.86443746314853,8.515804384598031,0.0,0.0,0.0
std,247.71083603155643,255.8739513517513,4.438363562311454,0.0,0.0,0.0
