,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,691.6723410445334,630.9975894325657,11.092602215013484,0.0,0.0,0.0
std,312.70546769135905,322.76863571072334,5.67841399841446,0.0,0.0,0.0
