,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,523.0953426053867,438.700718858507,12.863163918605705,0.0,0.0,0.0
std,42.0634842571095,62.80686765896022,1.1805603623553986,0.0,0.0,0.0
