,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,26735.142801846134,16383.777314249675,424.7078075703209,0.0,0.0,0.0
std,97109.30523571883,51539.40934579426,1349.3943481504793,0.0,0.0,0.0
