,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,586.82392917817,428.252273401331,13.67232546133709,0.0,0.0,0.0
std,5.2477879056964545,10.270729094196597,0.27312508837262583,0.0,0.0,0.0
