,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,533.0407187374072,436.7970462601273,13.029291549930711,0.0,0.0,0.0
std,73.64857316830486,66.87805155713355,1.8247046460745138,0.0,0.0,0.0
