,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,5067.489032043626,4287.606242879232,112.54491724889999,0.0,0.0,0.0
std,3516.26785022389,2805.1166741378292,71.99113795049544,0.0,0.0,0.0
