,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,525.0741011717812,443.49517758969904,13.014395620601869,0.0,0.0,0.0
std,60.05328781160234,60.53644915207424,1.544186975789798,0.0,0.0,0.0
