,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,487.33544644810354,390.0641565834603,11.131892342083445,0.0,0.0,0.0
std,109.89899364941388,116.99653340966833,2.711354622559561,0.0,0.0,0.0
