,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,437.1082320042622,345.4177549780869,9.992589599605889,0.0,0.0,0.0
std,28.78399998885974,44.38383712683376,0.9057399175674773,0.0,0.0,0.0
