,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,471.55816666510987,343.48924570980233,10.199666550899396,0.0,0.0,0.0
std,16.337064909094902,23.100147063152402,0.624431571947731,0.0,0.0,0.0
