,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,577.6916004244813,484.71020616319436,14.280817098038304,0.0,0.0,0.0
std,147.24591548047678,149.29715145922358,4.160442010557844,0.0,0.0,0.0
