,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,520.9303245307362,433.7400877097801,12.79362044628106,0.0,0.0,0.0
std,50.26423883642729,57.57934881428219,1.1923008072449188,0.0,0.0,0.0
