True,Pred
2822,3901.024
2850,3885.4438
2634,3917.1138
2734,3910.2065
2810,3912.9194
2925,3918.6467
2970,3920.2937
2739,3923.0996
2718,3925.8718
3098,3928.1096
3416,3930.3596
3721,3932.4604
3608,3934.3943
3475,3936.2214
3384,3937.9287
3668,3939.5234
3624,3941.0173
3518,3942.415
3695,3943.7222
3745,3944.9458
4044,3946.0906
4332,3947.1614
4006,3948.1638
4252,3949.1016
4056,3949.9788
4129,3950.7998
3950,3951.5679
3980,3952.2869
4000,3952.9592
4022,3953.5886
3832,3954.1775
3820,3954.7288
4017,3955.244
4008,3955.7263
3671,3956.1775
4155,3956.5999
3922,3956.995
4079,3957.365
4063,3957.7104
4085,3958.034
4061,3958.337
3882,3958.62
3999,3958.8853
3692,3959.1335
3976,3959.3657
