,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,550.6358255952468,403.8496069931402,11.976354351588713,0.0,0.0,0.0
std,510.44648099342,499.17349247852263,12.920015423795384,0.0,0.0,0.0
