,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,894.8904314721289,784.7930984621125,21.939760203158574,0.0,0.0,0.0
std,1678.8566713845169,1679.4224522244017,44.55538112568327,0.0,0.0,0.0
