,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,900.1707160254352,835.9293680826823,23.333494843377153,0.0,0.0,0.0
std,223.99456926011118,237.0429902557459,6.118760123469983,0.0,0.0,0.0
