,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,1119.347557731162,1009.9638751446759,26.26019452261455,0.0,0.0,0.0
std,69.37121868063802,63.74943391847358,1.339399983974142,0.0,0.0,0.0
