,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,486.5271755513241,395.62151196487554,11.297821756258141,0.0,0.0,0.0
std,85.91376104243243,82.74890532737797,2.192219552103672,0.0,0.0,0.0
