,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,607.064933476897,490.3450437644676,14.678308855009812,0.0,0.0,0.0
std,84.43695272688046,84.55516526035134,2.2130907560708364,0.0,0.0,0.0
