,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,569.8370542648172,476.9022335889862,13.42049442477103,0.0,0.0,0.0
std,146.86484736282347,161.99614436566938,4.092396078914507,0.0,0.0,0.0
