,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,461.70615727793745,376.1864150628811,10.661956839443798,0.0,0.0,0.0
std,62.905013900823555,77.7116660340998,1.693599537513521,0.0,0.0,0.0
