True,Pred
2718,0.4696162
3098,0.4696162
3416,0.4696162
3721,3919.253
3608,0.4696162
3475,1623.3049
3384,0.4696162
3668,0.4696162
3624,0.4696162
3518,1203.506
3695,779.73004
3745,766.73376
4044,0.4696162
4332,0.4696162
4006,0.4696162
4252,688.5969
4056,0.4696162
4129,403.39725
3950,0.4696162
3980,0.4696162
4000,0.4696162
4022,215.24794
3832,224.62209
3820,189.68756
4017,0.4696162
4008,0.4696162
3671,0.4696162
4155,190.95479
3922,0.4696162
4079,105.48694
4063,0.4696162
4085,0.4696162
4061,0.4696162
3882,60.735172
3999,57.72855
3692,48.76757
3976,0.4696162
