True,Pred
2822,3944.1636
2850,3893.2126
2634,3986.3452
2734,3985.2017
2810,3991.8474
2925,4032.0735
2970,4045.4536
2739,4064.2905
2718,4090.5554
3098,4109.524
3416,4130.848
3721,4153.7437
3608,4174.7876
3475,4196.7373
3384,4219.047
3668,4240.9673
3624,4263.258
3518,4285.689
3695,4308.112
3745,4330.7285
4044,4353.4575
4332,4376.275
4006,4399.2324
4252,4422.3047
4056,4445.4897
4129,4468.801
3950,4492.231
3980,4515.7803
4000,4539.453
4022,4563.247
3832,4587.1646
3820,4611.205
4017,4635.37
4008,4659.66
3671,4684.075
4155,4708.616
3922,4733.284
4079,4758.08
4063,4783.003
4085,4808.055
4061,4833.237
3882,4858.5483
3999,4883.9907
3692,4909.5645
3976,4935.27
