,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,546.922148063135,450.6949153645833,13.424269849307835,0.0,0.0,0.0
std,117.58216146187127,114.20524677355968,3.292583541050936,0.0,0.0,0.0
