,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,575.9955789377892,483.8059440104167,14.187245337053996,0.0,0.0,0.0
std,189.31376226089287,186.60164809393373,4.987003191731062,0.0,0.0,0.0
