,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,630.2569187019,503.50619095203484,15.438538142011858,0.0,0.0,0.0
std,20.14765063099389,33.49622303962115,0.872224215345827,0.0,0.0,0.0
