,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,1142.4109551945883,1076.9893666585288,29.126719476524908,0.0,0.0,0.0
std,840.2727544096381,837.8561545356667,21.728799999698577,0.0,0.0,0.0
