,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,558.1486708022227,460.9558691009274,13.058685400580364,0.0,0.0,0.0
std,163.34132712754135,174.84235999690955,4.576752933188598,0.0,0.0,0.0
