,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,847.311932903567,784.4067810058593,22.600943497321225,0.0,0.0,0.0
std,119.01201504493719,132.05448858933684,3.429800221830495,0.0,0.0,0.0
