,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,564.1052956612394,456.18031174574446,13.111962164797744,0.0,0.0,0.0
std,126.69017112127825,133.25853983685533,3.5002429246471336,0.0,0.0,0.0
