,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,876.0219491115653,749.268267474911,21.057707783464974,0.0,0.0,0.0
std,678.7257694783941,693.1312523882618,17.954559319872835,0.0,0.0,0.0
