,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,617932349518.7485,151696164624.70938,3885193834.280934,0.0,0.0,0.0
std,3384554300109.927,830873898038.1285,21280077504.293247,0.0,0.0,0.0
