True,Pred
2970,3804.6401
2739,3850.7422
2718,3779.5315
3098,3806.1943
3416,3860.6072
3721,3868.9053
3608,3704.8218
3475,3867.376
3384,3799.0112
3668,3901.8965
3624,3781.687
3518,3800.5413
3695,3893.4768
3745,3909.795
4044,3840.3665
4332,3859.5498
4006,3869.4138
4252,3980.4204
4056,3912.1099
4129,3892.1423
3950,3926.9543
3980,4004.8125
4000,4013.9265
4022,3972.14
3832,3958.807
3820,4058.6235
4017,4087.7822
4008,4059.631
3671,4027.4026
4155,4088.2495
3922,4167.714
4079,4162.8228
4063,4107.1978
4085,4143.3447
4061,4223.478
3882,4265.227
3999,4204.4985
3692,4200.7217
3976,4271.3384
