,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,709.4337335501908,614.8217618815104,17.565313691182844,0.0,0.0,0.0
std,399.2624942472715,403.280565578058,10.490878563918901,0.0,0.0,0.0
