,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,611.5465703672857,494.8208432798032,14.633508961775403,0.0,0.0,0.0
std,120.07615661279264,112.69037140912909,2.5691291003433934,0.0,0.0,0.0
