True,Pred
2970,4141.898
2739,4170.026
2718,4166.612
3098,4160.887
3416,4146.631
3721,4147.8564
3608,4265.289
3475,4299.6577
3384,4300.4575
3668,4333.6733
3624,4351.723
3518,4365.124
3695,4402.491
3745,4442.322
4044,4455.475
4332,4492.174
4006,4516.7056
4252,4538.7407
4056,4568.1016
4129,4599.37
3950,4622.1504
3980,4654.72
4000,4682.4106
4022,4708.56
3832,4738.1255
3820,4767.2705
4017,4794.3433
4008,4825.0264
3671,4854.0957
4155,4882.6343
3922,4912.789
4079,4942.4277
4063,4971.6606
4085,5002.2803
4061,5032.412
3882,5062.5146
3999,5093.393
3692,5124.0615
3976,5154.767
