,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,545.5232855992549,447.7375666920732,12.670872430945357,0.0,0.0,0.0
std,168.85194055975876,171.70997394151578,4.244128175919341,0.0,0.0,0.0
