,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,511.6995661382121,421.1284964554398,12.516712699758516,0.0,0.0,0.0
std,40.33025213585296,48.06509302677522,0.9333089250143621,0.0,0.0,0.0
