,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,659.328305612716,554.1774242259838,16.24635854168295,0.0,0.0,0.0
std,271.24350734667604,275.7562051470772,7.338610173347707,0.0,0.0,0.0
