,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,783.7211143229304,688.8028925701856,19.218988612412883,0.0,0.0,0.0
std,445.9440118796975,462.504361422112,12.542988191529302,0.0,0.0,0.0
