,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,587567.4315002321,216563.1925120036,5533.269041494908,0.0,0.0,0.0
std,3132147.2358487323,1145861.1670955168,29266.894991032226,0.0,0.0,0.0
