,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,512.8818095102589,420.1595804398149,12.521968613424251,0.0,0.0,0.0
std,43.66435039448618,49.597386659823506,0.9925667497475588,0.0,0.0,0.0
