,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,2046904.8645924367,594846.7354838053,15444.547053321403,0.0,0.0,0.0
std,11205880.92954354,3253239.207501961,84453.96726972594,0.0,0.0,0.0
